iter	RMSE
241	494.3575711
242	493.3210233
243	492.5373812
244	491.5120229
245	490.4670438
246	489.2646733
247	488.3857805
248	487.9949818
249	486.3334468
250	484.8934117
251	484.4883796
252	483.175845
253	481.5686701
254	480.868707
255	480.1126504
256	479.216602
257	478.370683
258	477.7241806
259	477.3508399
260	476.6528714
261	475.8057118
262	474.6932366
263	474.3436232
264	473.0042079
265	472.7360417
266	471.1458163
267	470.7493826
268	470.6055096
269	469.2788283
270	468.6888551
271	468.1474886
272	467.707897
273	467.1345058
274	465.9895456
275	465.19302
276	464.4763951
277	464.0116113
278	462.9361421
279	462.4198733
280	461.6384816
281	461.3805643
282	460.6522056
283	460.3876713
284	460.150755
285	459.4269762
286	459.0819026
287	458.9457168
288	458.1939218
289	457.6534267
290	456.6158915
291	456.0448017
292	454.3578105
293	453.1374631
294	452.6088381
295	452.3301717
296	451.0740836
297	449.6014034
298	448.2835785
299	447.6556827
300	447.3517617
301	446.1146443
302	445.6066627
303	444.8095506
304	443.5059766
305	442.4012915
306	441.3087704
307	440.4730221
308	440.3661412
309	439.2894775
310	438.5028661
311	437.4992927
312	436.8359538
313	436.2488304
314	435.2824537
315	434.9850676
316	434.7104973
317	434.0798085
318	432.8773394
319	431.8386627
320	431.3126799
321	430.5314736
322	429.6885564
323	428.9853521
324	427.8699091
325	426.8065193
326	425.5636255
327	424.7168443
328	423.5434889
329	422.9915825
330	421.9311922
331	421.1264046
332	420.1268024
333	419.2763914
334	418.7248763
335	418.2793477
336	417.6589339
337	416.7779602
338	416.3107621
339	415.5017526
340	415.169658
341	414.6124312
342	414.0772766
343	413.2725568
344	413.0612151
345	412.38212
346	412.1854245
347	411.2598835
348	410.5185942
349	409.6897767
350	408.9325439
351	408.4674414
352	408.1062732
353	407.0354334
354	406.5296169
355	406.3475714
356	405.835812
357	405.1728805
358	404.5140809
359	403.718148
360	403.4626959
361	402.982166
362	402.4453305
363	401.7777577
364	401.3898671
365	400.8365299
366	400.6224851
367	399.9830826
368	398.9724696
369	398.5569111
370	397.9997147
371	397.2397163
372	396.645576
373	396.2132162
374	396.0472214
375	395.8465086
376	395.2815933
377	394.60207
378	394.2332005
379	394.1206564
380	393.8720676
381	393.2123677
382	392.3590354
383	392.1212738
384	391.669985
385	391.4033746
386	391.0527497
387	389.8550688
388	389.2223749
389	388.9391974
390	388.7829757
391	388.2457703
392	387.5434488
393	387.1840232
394	386.944244
395	386.3897998
396	385.826062
397	385.3680442
398	384.8662304
399	384.1522717
400	383.9285859
401	383.3537403
402	382.996302
403	382.5663419
404	381.9623565
405	381.8848803
406	381.4455933
407	380.6753843
408	380.1866398
409	379.8604632
410	379.7179859
411	379.0612575
412	378.6273849
413	378.0059864
414	377.3839665
415	376.5784388
416	376.4516391
417	376.1858195
418	375.7104885
419	374.9411639
420	374.2767195
421	373.8819749
422	373.4308067
423	373.0993892
424	372.5651055
425	372.5002395
426	372.2977906
427	371.9420361
428	371.5284181
429	371.4429933
430	370.6507644
431	370.1641164
432	369.456231
433	369.1103918
434	368.284925
435	367.7025753
436	367.1803521
437	366.7035921
438	366.2897642
439	366.2326262
440	366.1759307
441	365.5628104
442	365.2132874
443	364.9257495
444	364.3337976
445	363.9739247
446	363.5100183
447	363.2113995
448	362.8958825
449	362.5225056
450	362.0727184
451	361.70216
452	361.2462006
453	360.9029707
454	360.8032695
455	360.4821374
456	360.0508255
457	359.587027
458	359.0954264
459	358.3026756
460	358.0420824
461	357.5161318
462	357.2396151
463	356.8383093
464	356.1888599
465	355.6980974
466	355.0977149
467	354.8936406
468	354.5744844
469	354.2406091
470	353.8935143
471	353.5064395
472	352.7193833
473	352.0017563
474	351.5463559
475	350.8685529
476	350.4064294
477	350.0009554
478	349.6315736
479	349.1619397
480	348.6315713
481	347.92894
482	346.94996
483	346.5209239
484	346.1618902
485	345.5751498
486	345.1448782
487	344.8020984
488	344.603828
489	343.8914076
490	343.321971
491	342.9339829
492	342.5418049
493	342.0776795
494	341.6941792
495	341.2851336
496	341.0406946
497	340.7536017
498	340.4841342
499	339.8188622
500	338.9297235
501	338.6288735
502	338.4233393
503	338.1400046
504	337.7500086
505	337.376104
506	336.9478445
507	336.7385912
508	336.2430139
509	335.7356025
510	335.2120909
511	334.7685958
512	334.6330275
513	334.0878247
514	333.7294402
515	333.3100998
516	333.0415124
517	332.5618465
518	332.4902695
519	332.2777777
520	331.9734083
521	331.6357948
522	331.1656918
523	331.0061199
524	330.4289399
525	329.9743489
526	329.7177662
527	329.5041026
528	329.0243679
529	328.7231941
530	328.6165251
531	328.1633783
532	327.8773788
533	327.4724997
534	327.2099803
535	326.7338355
536	326.3634814
537	326.0059392
538	325.8658557
539	325.6838528
540	325.0355563
541	324.7654947
542	324.3899469
543	324.0800876
544	323.7922914
545	323.419905
546	322.9303353
547	322.5578055
548	322.1594552
549	321.5666342
550	321.5215855
551	320.8240719
552	320.41817
553	320.2241765
554	319.9270326
555	319.4961299
556	318.9314003
557	318.7271476
558	318.4261938
559	318.3151284
560	318.2450566
561	317.4287105
562	317.3245864
563	316.6677312
564	316.3129964
565	315.8446867
566	315.3924658
567	315.2727924
568	314.9940373
569	314.6563338
570	314.5171453
571	314.1178016
572	313.7609063
573	313.4137066
574	312.9094117
575	312.5756191
576	312.4321423
577	312.1422071
578	311.7266174
579	311.3220777
580	311.0174256
581	310.942777
582	310.455816
583	310.1305523
584	310.0933725
585	309.8836349
586	309.6521837
587	309.3218314
588	308.7952201
589	308.5243077
590	308.3193223
591	308.1521628
592	307.5706462
593	306.8772771
594	306.4147907
595	306.048215
596	305.6220882
597	305.1366512
598	304.774873
599	304.3844154
600	304.0769179
601	303.660643
602	303.0258121
603	302.4251885
604	302.1638287
605	301.5709636
606	301.2192511
607	300.9763399
608	300.4648768
609	300.3692688
610	300.1167523
611	299.7185516
612	299.3819267
613	299.1492752
614	298.8903323
615	298.3376947
616	298.1124886
617	297.9467875
618	297.295165
619	297.0583493
620	296.8668733
621	296.6915337
622	296.618081
623	296.405803
624	295.9858828
625	295.7715341
626	295.6273316
627	295.4500174
628	295.0851486
629	294.8304646
630	294.3892783
631	294.1773877
632	293.9847324
633	293.580904
634	293.5061443
635	293.0558063
636	292.8634553
637	292.5100954
638	292.1016728
639	291.6781815
640	291.5166915
641	291.4002326
642	290.9690521
643	290.7076672
644	290.4609236
645	290.0251143
646	289.783068
647	289.6184397
648	289.3664531
649	289.0519889
650	288.5410226
651	288.3846077
652	288.1186499
653	287.842358
654	287.564804
655	287.3498397
656	287.2705537
657	286.9623313
658	286.6650123
659	286.4123179
660	286.0034924
661	285.7826546
662	285.5017828
663	285.0578723
664	284.6972482
665	284.4755962
666	284.2597919
667	284.1559379
668	283.7644181
669	283.67048
670	283.3961149
671	283.051003
672	282.5546215
673	282.1329306
674	281.6963426
675	281.3472546
676	281.0582257
677	280.6122179
678	280.3881439
679	279.9925686
680	279.7957385
681	279.4494526
682	278.991732
683	278.6029263
684	278.1394189
685	277.9577656
686	277.7501932
687	277.4824763
688	277.274391
689	276.8141567
690	276.4995695
691	276.2501607
692	276.0265638
693	275.8407945
694	275.5541565
695	275.1001935
696	274.6330942
697	274.3621051
698	274.2762366
699	274.2422614
700	274.1142775
701	274.0739044
702	273.7292118
703	273.6050201
704	273.4415999
705	273.1229081
706	272.9510363
707	272.8343226
708	272.5195478
709	272.2880273
710	272.2023827
711	271.9804204
712	271.7829523
713	271.4645959
714	271.2575067
715	271.0933177
716	270.8432849
717	270.74781
718	270.5942976
719	270.3390519
720	270.2244619
721	270.0807618
722	269.6869941
723	269.0142903
724	268.9225568
725	268.5574021
726	268.4814588
727	268.2060259
728	268.0440705
729	267.7394729
730	267.4124531
731	267.1371558
732	266.8711312
733	266.7611571
734	266.4947682
735	266.2604667
736	265.9435397
737	265.6766977
738	265.2928547
739	264.6209929
740	264.2489421
741	263.9888533
742	263.582044
743	263.2259671
744	263.1195215
745	262.7373871
746	262.5275656
747	262.434154
748	261.9828321
749	261.800279
750	261.5927886
751	261.4749444
752	261.351527
753	261.2853183
754	261.0689511
755	260.4961861
756	260.1786486
757	260.0837017
758	259.7564503
759	259.6081132
760	259.3450643
761	259.1627858
762	258.9067918
763	258.7347406
764	258.3106907
765	258.1475192
766	257.9814172
767	257.6821853
768	257.5944459
769	257.237796
770	257.0346589
771	256.7889367
772	256.4901656
773	256.3562016
774	256.3030515
775	256.0384297
776	255.9449659
777	255.8273634
778	255.5887537
779	255.419324
780	255.2172084
781	254.8384815
782	254.4602228
783	254.192222
784	253.8897442
785	253.6829183
786	253.4039237
787	253.2217451
788	253.1116967
789	252.8987484
790	252.6471635
791	252.4846906
792	251.9886106
793	251.7442267
794	251.4974151
795	251.4243718
796	251.0633056
797	250.8405039
798	250.554562
799	250.2747363
800	249.8699286
801	249.7251357
802	249.6407244
803	249.5341417
804	249.4959366
805	249.358304
806	249.1460144
807	248.9898106
808	248.5443098
809	248.3845839
810	248.2242572
811	247.9950943
812	247.6685127
813	247.5787302
814	247.1997466
815	246.9521889
816	246.7160552
817	246.4956615
818	246.1628406
819	245.994514
820	245.7014246
821	245.475935
822	245.1051677
823	244.7995218
824	244.4549413
825	244.2862865
826	243.9392705
827	243.7092011
828	243.4239268
829	243.3779702
830	243.1306171
831	242.8535828
832	242.6012054
833	242.505031
834	242.3119814
835	242.0093966
836	241.8046885
837	241.598129
838	241.2339401
839	240.7553431
840	240.5825031
841	240.361362
842	240.0791057
843	240.0332829
844	239.7693253
845	239.5500037
846	239.3128754
847	239.0505797
848	238.917685
849	238.8377611
850	238.745393
851	238.6226332
852	238.3580701
853	238.08727
854	237.84774
855	237.5792856
856	237.3587415
857	237.2471174
858	237.0435996
859	236.9048291
860	236.7271585
861	236.6071724
862	236.5059685
863	236.4197236
864	236.2056157
865	236.0441902
866	235.9831496
867	235.7601482
868	235.5801551
869	235.3125481
870	235.1161945
871	234.8411994
872	234.5683492
873	234.3427897
874	234.2203155
875	234.023402
876	233.9779751
877	233.6345723
878	233.4416981
879	233.3478237
880	233.1514806
881	232.9916967
882	232.6856077
883	232.3186933
884	232.157456
885	231.9326362
886	231.6656684
887	231.3557865
888	231.2598275
889	230.964332
890	230.8356111
891	230.7034281
892	230.4437682
893	230.3078494
894	230.1603369
895	230.1003689
896	229.9667262
897	229.7339766
898	229.5582481
899	229.3211691
900	229.1357617
901	228.9392942
902	228.7390342
903	228.6044177
904	228.2751136
905	228.1009618
906	227.9966088
907	227.8285537
908	227.3573188
909	227.1092521
910	226.9843412
911	226.7946099
912	226.6506181
913	226.4252241
914	226.271149
915	226.0461135
916	225.9247865
917	225.7598501
918	225.6292637
919	225.5506313
920	225.4289329
921	225.2584054
922	225.0744035
923	224.9379744
924	224.8713108
925	224.6928538
926	224.4769981
927	224.1485889
928	224.0715819
929	223.9418524
930	223.7659066
931	223.6113913
932	223.3361647
933	223.3082745
934	223.1688818
935	222.8960106
936	222.7959211
937	222.5403965
938	222.3282027
939	222.1073142
940	221.8517724
941	221.7239584
942	221.520645
943	221.3226775
944	221.1592964
945	220.7825214
946	220.5990263
947	220.1693025
948	219.9357521
949	219.769821
950	219.5981076
951	219.4553854
952	219.318593
953	219.0927111
954	218.9585058
955	218.7494921
956	218.3426094
957	218.1540171
958	218.0961822
959	217.9198331
960	217.7340274
961	217.5267299
962	217.4891473
963	217.2107555
964	217.117971
965	216.8181866
966	216.7227297
967	216.526877
968	216.3515538
969	216.165198
970	215.9932977
971	215.8402087
972	215.7514242
973	215.6397273
974	215.4729251
975	215.3579934
976	215.1921779
977	215.0125074
978	214.7639076
979	214.713931
980	214.5308615
981	214.3695882
982	214.0683381
983	213.8024905
984	213.6137898
985	213.4874952
986	213.3084481
987	213.0990544
988	212.944348
989	212.8178742
990	212.5860082
991	212.4764941
992	212.1359276
993	211.9598794
994	211.7747583
995	211.5517355
996	211.4113071
997	211.2037559
998	211.0982555
999	211.0283206
1000	210.7491164
1001	210.4581369
1002	210.3762069
1003	210.2392784
1004	210.0634901
1005	209.8812947
1006	209.6770134
1007	209.6153074
1008	209.5228238
1009	209.2438423
1010	209.0838287
1011	209.0290623
1012	208.8949689
1013	208.7001362
1014	208.4267192
1015	208.2421797
1016	208.1537887
1017	207.9271479
1018	207.7710415
1019	207.5775378
1020	207.3222332
1021	207.1635199
1022	206.8225106
1023	206.6512885
1024	206.5734357
1025	206.3925628
1026	206.1931113
1027	206.0254647
1028	205.9195694
1029	205.8668817
1030	205.5858902
1031	205.3680338
1032	205.2419639
1033	205.085871
1034	204.8372104
1035	204.7463673
1036	204.7098396
1037	204.6652523
1038	204.5108789
1039	204.3845792
1040	204.1487684
1041	204.015076
1042	203.8272965
1043	203.6179912
1044	203.3665911
1045	203.1210024
1046	202.9783428
1047	202.9269196
1048	202.8544091
1049	202.6453314
1050	202.5554489
1051	202.4288991
1052	202.2831432
1053	202.2035853
1054	202.0634923
1055	201.9227124
1056	201.6510614
1057	201.6259413
1058	201.5838012
1059	201.280778
1060	201.0784858
1061	201.0212755
1062	200.8267209
1063	200.6241179
1064	200.400087
1065	200.1236127
1066	199.8489105
1067	199.6199755
1068	199.5177246
1069	199.3240996
1070	199.1829805
1071	199.04755
1072	198.7985349
1073	198.7496098
1074	198.5784846
1075	198.343734
1076	198.2576496
1077	198.1397369
1078	197.9613305
1079	197.8032665
1080	197.7001862
1081	197.5661135
1082	197.3127458
1083	197.1121306
1084	196.9759702
1085	196.66031
1086	196.5981446
1087	196.4155014
1088	196.3122062
1089	196.2822894
1090	195.9522634
1091	195.74041
1092	195.5026708
1093	195.3034022
1094	195.2480682
1095	195.1359602
1096	194.9452342
1097	194.7525635
1098	194.5620588
1099	194.2912075
1100	194.1359287
1101	194.0282076
1102	193.9451409
1103	193.8433777
1104	193.6831207
1105	193.6313833
1106	193.4044383
1107	193.3335086
1108	193.074466
1109	193.0477259
1110	192.8629855
1111	192.7212276
1112	192.6758454
1113	192.5297041
1114	192.4467467
1115	192.1890742
1116	192.0847716
1117	191.9500278
1118	191.8068836
1119	191.6488554
1120	191.4896942
1121	191.3445806
1122	191.2946088
1123	191.22375
1124	191.0827894
1125	191.0206532
1126	190.7876407
1127	190.7631709
1128	190.6265635
1129	190.4931458
1130	190.2883574
1131	190.1434936
1132	189.9803194
1133	189.8292574
1134	189.5819437
1135	189.5244786
1136	189.4442026
1137	189.3833607
1138	189.1783177
1139	188.869941
1140	188.7322055
1141	188.6557284
1142	188.5874511
1143	188.423799
1144	188.2153966
1145	188.0815936
1146	188.0502154
1147	187.8428906
1148	187.7495666
1149	187.6769562
1150	187.4942499
1151	187.4028618
1152	187.2300811
1153	187.0946153
1154	187.0545524
1155	186.9224827
1156	186.7581972
1157	186.6680918
1158	186.5167571
1159	186.4238573
1160	186.3332861
1161	186.1828427
1162	186.0596816
1163	185.8769826
1164	185.7754641
1165	185.4942308
1166	185.3366886
1167	185.3099374
1168	185.2538539
1169	185.1202534
1170	184.960597
1171	184.8239187
1172	184.6623378
1173	184.4560558
1174	184.2840259
1175	184.1561639
1176	184.0353363
1177	183.8573258
1178	183.7995626
1179	183.6130616
1180	183.5731588
1181	183.4220801
1182	183.3217723
1183	183.1840661
1184	183.0476231
1185	182.9728341
1186	182.6847286
1187	182.5903663
1188	182.4397458
1189	182.2913468
1190	182.1761685
1191	182.1516426
1192	182.0416682
1193	181.9407411
1194	181.8212627
1195	181.6436057
1196	181.5697677
1197	181.4011271
1198	181.3272199
1199	181.1898211
1200	181.0915905
1201	180.8983419
1202	180.8034689
1203	180.7349427
1204	180.6887473
1205	180.5778756
1206	180.472228
1207	180.3313924
1208	180.2566034
1209	180.0908911
1210	179.9267888
1211	179.8474298
1212	179.7515862
1213	179.4733372
1214	179.2735665
1215	179.1843287
1216	179.0023541
1217	178.8879388
1218	178.5850482
1219	178.3927787
1220	178.3553317
1221	178.2931218
1222	178.2274804
1223	178.0705767
1224	178.0209219
1225	177.8535841
1226	177.7616261
1227	177.6042467
1228	177.4449033
1229	177.4232516
1230	177.2727348
1231	177.0868273
1232	176.994269
1233	176.8977406
1234	176.8066102
1235	176.5496946
1236	176.3732397
1237	176.2223286
1238	176.1067864
1239	175.9962719
1240	175.8771549
1241	175.7733372
1242	175.5396826
1243	175.408122
1244	175.332008
1245	175.2255791
1246	175.1531678
1247	174.9577757
1248	174.844119
1249	174.713543
1250	174.6163671
1251	174.5242455
1252	174.4787243
1253	174.3675246
1254	174.1770303
1255	174.0942859
1256	173.9765758
1257	173.9054329
1258	173.8415751
1259	173.710253
1260	173.6258279
1261	173.4876951
1262	173.3521326
1263	173.1903394
1264	173.1219233
1265	173.0503458
1266	172.9016544
1267	172.8456522
1268	172.8014907
1269	172.6506487
1270	172.4817531
1271	172.4091346
1272	172.2891651
1273	172.0155873
1274	171.8597009
1275	171.744062
1276	171.6583967
1277	171.5490395
1278	171.5076847
1279	171.4201659
1280	171.3607688
1281	171.2164668
1282	171.0397082
1283	170.8724009
1284	170.7394121
1285	170.4950414
1286	170.4318928
1287	170.3901257
1288	170.3211754
1289	170.1715992
1290	170.0738133
1291	169.996759
1292	169.8069885
1293	169.6508688
1294	169.5624593
1295	169.4552375
1296	169.3159675
1297	169.2963617
1298	169.2371589
1299	169.1077803
1300	169.0586176
1301	168.9387529
1302	168.8584934
1303	168.7363966
1304	168.7130189
1305	168.6915019
1306	168.5685153
1307	168.4546643
1308	168.3434192
1309	168.2901667
1310	168.1855099
1311	168.0566303
1312	168.0095652
1313	167.8980829
1314	167.8226277
1315	167.7578419
1316	167.5091387
1317	167.3786297
1318	167.174692
1319	167.0490985
1320	166.9366656
1321	166.6553625
1322	166.5426374
1323	166.4563045
1324	166.381327
1325	166.3076433
1326	166.0979597
1327	165.9483929
1328	165.8966767
1329	165.8181373
1330	165.7378146
1331	165.5751498
1332	165.4389815
1333	165.189064
1334	165.0382783
1335	164.8619979
1336	164.8451433
1337	164.7464679
1338	164.5284216
1339	164.4440381
1340	164.3037547
1341	164.2096056
1342	164.1005768
1343	164.0603792
1344	163.9473167
1345	163.8757838
1346	163.7318661
1347	163.583451
1348	163.5050267
1349	163.4273383
1350	163.3228379
1351	163.285078
1352	163.2089867
1353	163.1898662
1354	163.1794349
1355	163.0594146
1356	162.9670213
1357	162.8625969
1358	162.825853
1359	162.7436722
1360	162.499628
1361	162.4181087
1362	162.3367811
1363	162.1241973
1364	162.0836487
1365	161.8973033
1366	161.7631443
1367	161.7114726
1368	161.6287838
1369	161.5247483
1370	161.3587279
1371	161.2068357
1372	161.1417485
1373	161.1159749
1374	160.9334745
1375	160.8748358
1376	160.7867922
1377	160.551492
1378	160.5324328
1379	160.4509197
1380	160.4023396
1381	160.3298485
1382	160.1703893
1383	160.1183868
1384	159.9573264
1385	159.8957731
1386	159.7676468
1387	159.6675697
1388	159.5103382
1389	159.4311402
1390	159.2124922
1391	159.0449322
1392	158.822573
1393	158.7747023
1394	158.6983616
1395	158.6296815
1396	158.5288099
1397	158.4394069
1398	158.3585573
1399	158.2607739
1400	158.0662088
1401	157.9128838
1402	157.8416149
1403	157.7933859
1404	157.7157765
1405	157.5532374
1406	157.5291588
1407	157.2973197
1408	157.1277753
1409	157.0986631
1410	157.0334668
1411	156.8954487
1412	156.790178
1413	156.6665432
1414	156.6421802
1415	156.5345802
1416	156.5153142
1417	156.4021755
1418	156.2794851
1419	156.1757194
1420	156.0722239
1421	156.0398294
1422	155.9422945
1423	155.9113691
1424	155.7984969
1425	155.6944558
1426	155.6250538
1427	155.4597346
1428	155.3484699
1429	155.221615
1430	155.114685
1431	155.0625422
1432	154.9739486
1433	154.8406314
1434	154.7190202
1435	154.5887475
1436	154.5215438
1437	154.4301838
1438	154.311391
1439	154.2578602
1440	154.1824309
1441	154.1352733
1442	154.0464055
1443	153.9333262
1444	153.8522309
1445	153.8298211
1446	153.6985906
1447	153.6334012
1448	153.5498856
1449	153.4281656
1450	153.3720225
1451	153.2670964
1452	153.1717678
1453	153.0619752
1454	152.9701204
1455	152.9098612
1456	152.8246064
1457	152.6674762
1458	152.6284188
1459	152.4572082
1460	152.4031993
1461	152.3810814
1462	152.2828584
1463	152.1284447
1464	152.0480475
1465	151.8264768
1466	151.7897007
1467	151.5226823
1468	151.4524675
1469	151.4335211
1470	151.3629497
1471	151.2221905
1472	151.0915929
1473	150.9878167
1474	150.8486759
1475	150.6956115
1476	150.6384766
1477	150.5792051
1478	150.3912967
1479	150.3479826
1480	150.2831175
1481	150.2144629
1482	150.153173
1483	150.0777129
1484	150.0308774
1485	149.8805419
1486	149.7627663
1487	149.7465945
1488	149.6646758
1489	149.5973463
1490	149.5616673
1491	149.4810257
1492	149.3948954
1493	149.2484462
1494	149.1644946
1495	149.0908093
1496	148.9989993
1497	148.8510134
1498	148.7547561
1499	148.6609882
1500	148.5558734
1501	148.4157969
1502	148.3068194
1503	148.2118355
1504	148.1060348
1505	148.0235958
1506	147.9528276
1507	147.814758
1508	147.7129422
1509	147.5101615
1510	147.4957658
1511	147.4126657
1512	147.3053956
1513	147.2701087
1514	147.1728006
1515	147.0507187
1516	146.9097709
1517	146.7929695
1518	146.7562496
1519	146.6970471
1520	146.4996209
1521	146.4716025
1522	146.4212078
1523	146.2164133
1524	146.0953417
1525	145.9333309
1526	145.79472
1527	145.736521
1528	145.668974
1529	145.6213739
1530	145.5729149
1531	145.4945496
1532	145.4529945
1533	145.417101
1534	145.2770274
1535	145.1927263
1536	145.0808263
1537	144.9053794
1538	144.8692802
1539	144.7770627
1540	144.6147704
1541	144.4769846
1542	144.3361262
1543	144.3157675
1544	144.2487265
1545	144.1513196
1546	144.0442455
1547	143.9551534
1548	143.8932295
1549	143.7257357
1550	143.6711309
1551	143.506725
1552	143.4749254
1553	143.3720386
1554	143.2088311
1555	143.1091882
1556	143.0176106
1557	142.8926683
1558	142.8769422
1559	142.7793211
1560	142.6584525
1561	142.6130094
1562	142.4774897
1563	142.4394529
1564	142.3344428
1565	142.3021227
1566	142.2253007
1567	142.121092
1568	142.1100196
1569	142.0323817
1570	141.8823931
1571	141.7810502
1572	141.6936336
1573	141.6005147
1574	141.4621078
1575	141.3397575
1576	141.2154346
1577	141.0838995
1578	140.9864757
1579	140.9166139
1580	140.81729
1581	140.6841509
1582	140.6347889
1583	140.607143
1584	140.4685783
1585	140.4164888
1586	140.3020394
1587	140.2089126
1588	140.1856216
1589	140.1225994
1590	140.0817352
1591	139.9335443
1592	139.7001317
1593	139.605767
1594	139.5276282
1595	139.3865168
1596	139.2756945
1597	139.1074806
1598	139.0658422
1599	139.0110952
1600	138.9685188
1601	138.8266499
1602	138.7726667
1603	138.7255609
1604	138.6194853
1605	138.5267664
1606	138.4746276
1607	138.3738313
1608	138.2853193
1609	138.147933
1610	138.0848106
1611	138.0208266
1612	137.9594002
1613	137.9046497
1614	137.8275408
1615	137.7845181
1616	137.7598992
1617	137.6083993
1618	137.5654992
1619	137.4825009
1620	137.3352846
1621	137.2230532
1622	137.2056514
1623	137.1325054
1624	137.0447681
1625	136.9316941
1626	136.8236145
1627	136.7707534
1628	136.7191174
1629	136.6789689
1630	136.6520996
1631	136.6355745
1632	136.5567702
1633	136.4928005
1634	136.3521114
1635	136.338354
1636	136.2085266
1637	136.1158483
1638	136.0355373
1639	135.9986337
1640	135.9780084
1641	135.9045409
1642	135.7960341
1643	135.6978987
1644	135.6666958
1645	135.6292217
1646	135.5948887
1647	135.4707412
1648	135.4661304
1649	135.360601
1650	135.3359811
1651	135.259259
1652	135.2120147
1653	135.1491637
1654	135.0992047
1655	134.9706456
1656	134.8545073
1657	134.8003005
1658	134.6627152
1659	134.541356
1660	134.4678774
1661	134.3797826
1662	134.2645798
1663	134.1602672
1664	134.0640359
1665	133.9826077
1666	133.8739084
1667	133.8070312
1668	133.7622735
1669	133.6798915
1670	133.6650942
1671	133.5671532
1672	133.5128799
1673	133.4849784
1674	133.4365268
1675	133.3685014
1676	133.2975834
1677	133.2444814
1678	133.1139556
1679	132.9413141
1680	132.8278819
